interview_id,candidate_id,stage,stage_date,status,outcome,feedback_score,interviewer
462,345,Application,2023-08-14,Rejected,Other,,
463,346,Application,2023-01-08,Rejected,Other,,
464,347,Application,2023-05-21,In Progress,Advancing to next stage,,
465,347,Phone Screen,2023-05-21,Rejected,Did not meet requirements,,
466,348,Application,2023-05-03,Rejected,Other,,
467,349,Application,2023-06-29,Rejected,Other,,
468,350,Application,2023-08-24,Rejected,Other,,
469,354,Application,2023-10-24,Rejected,Other,,
470,356,Application,2024-01-06,Rejected,Other,,
471,357,Application,2023-09-07,Rejected,Other,,
472,358,Application,2024-06-20,In Progress,Advancing to next stage,,
473,358,Phone Screen,2024-06-20,Rejected,Did not meet requirements,,
474,359,Application,2023-12-14,Rejected,Other,,
475,360,Application,2023-03-20,In Progress,Advancing to next stage,,
476,360,Phone Screen,2023-03-20,Rejected,Did not meet requirements,,
477,363,Application,2023-09-20,In Progress,Advancing to next stage,,
478,363,Phone Screen,2023-09-20,Rejected,Did not meet requirements,,
479,364,Application,2023-03-19,Rejected,Other,,
480,365,Application,2024-04-04,In Progress,Advancing to next stage,,
481,365,Phone Screen,2024-04-12,Rejected,Not a culture fit,2.0,Ms. Kayla Williams
482,366,Application,2023-11-20,In Progress,Advancing to next stage,,
483,366,Phone Screen,2023-11-30,In Progress,Advancing to next stage,5.0,Tammy Jackson
484,366,Technical Assessment,2023-11-30,Rejected,Did not meet requirements,,
485,367,Application,2024-04-25,In Progress,Advancing to next stage,,
486,367,Phone Screen,2024-04-28,Rejected,Communication issues,3.0,Robert Smith
487,369,Application,2023-11-14,Rejected,Other,,
488,370,Application,2023-02-28,Rejected,Other,,
489,371,Application,2023-04-03,In Progress,Advancing to next stage,,
490,371,Phone Screen,2023-04-03,Rejected,Did not meet requirements,,
491,372,Application,2024-01-29,Rejected,Other,,
492,373,Application,2023-02-12,Rejected,Other,,
493,374,Application,2023-11-26,Rejected,Other,,
494,375,Application,2023-06-04,Rejected,Other,,
495,377,Application,2023-02-10,Rejected,Other,,
496,378,Application,2024-06-20,Rejected,Other,,
497,380,Application,2024-02-23,Rejected,Other,,
498,381,Application,2023-12-09,Rejected,Other,,
499,382,Application,2024-01-31,Rejected,Other,,
500,383,Application,2023-06-03,Rejected,Other,,
501,384,Application,2023-05-25,In Progress,Advancing to next stage,,
502,384,Phone Screen,2023-05-25,Rejected,Did not meet requirements,,
503,385,Application,2023-05-13,In Progress,Advancing to next stage,,
504,385,Phone Screen,2023-05-13,Rejected,Did not meet requirements,,
505,386,Application,2024-01-21,Rejected,Other,,
506,387,Application,2024-03-09,Rejected,Other,,
507,388,Application,2024-01-07,Rejected,Other,,
508,389,Application,2023-12-16,Rejected,Other,,
509,390,Application,2023-05-21,In Progress,Advancing to next stage,,
510,390,Phone Screen,2023-05-29,In Progress,Advancing to next stage,5.0,Stephen Smith
511,390,Technical Assessment,2023-05-29,Rejected,Did not meet requirements,,
512,391,Application,2023-04-14,Rejected,Other,,
513,392,Application,2024-06-23,Rejected,Other,,
514,393,Application,2023-05-15,Rejected,Other,,
515,394,Application,2023-06-16,Rejected,Other,,
516,395,Application,2024-03-24,Rejected,Other,,
517,396,Application,2023-09-01,Rejected,Other,,
518,397,Application,2024-04-04,In Progress,Advancing to next stage,,
519,397,Phone Screen,2024-04-04,Rejected,Did not meet requirements,,
520,398,Application,2023-11-13,In Progress,Advancing to next stage,,
521,398,Phone Screen,2023-11-13,Rejected,Did not meet requirements,,
522,399,Application,2024-03-27,Rejected,Other,,
523,400,Application,2024-05-29,Rejected,Other,,
524,401,Application,2023-07-24,Rejected,Other,,
525,402,Application,2023-02-23,Rejected,Other,,
526,403,Application,2023-04-16,Rejected,Other,,
527,404,Application,2023-03-27,Rejected,Other,,
528,405,Application,2024-06-09,Rejected,Other,,
529,406,Application,2023-08-16,Rejected,Other,,
530,407,Application,2024-02-29,In Progress,Advancing to next stage,,
531,407,Phone Screen,2024-02-29,Rejected,Did not meet requirements,,
532,408,Application,2024-01-18,Rejected,Other,,
533,409,Application,2024-01-19,Rejected,Other,,
534,410,Application,2023-04-12,Rejected,Other,,
535,411,Application,2023-02-09,In Progress,Advancing to next stage,,
536,411,Phone Screen,2023-02-09,Rejected,Did not meet requirements,,
537,412,Application,2024-04-25,In Progress,Advancing to next stage,,
538,412,Phone Screen,2024-04-25,Rejected,Did not meet requirements,,
539,413,Application,2023-03-23,Rejected,Other,,
540,414,Application,2023-06-03,In Progress,Advancing to next stage,,
541,414,Phone Screen,2023-06-03,Rejected,Did not meet requirements,,
542,415,Application,2023-04-24,In Progress,Advancing to next stage,,
543,415,Phone Screen,2023-04-24,Rejected,Did not meet requirements,,
544,416,Application,2023-05-05,Rejected,Other,,
545,417,Application,2024-04-13,Rejected,Other,,
546,418,Application,2023-01-17,Rejected,Other,,
547,419,Application,2023-05-28,Rejected,Other,,
548,422,Application,2023-03-11,Rejected,Other,,
549,423,Application,2024-06-03,Rejected,Other,,
550,424,Application,2024-04-26,In Progress,Advancing to next stage,,
551,424,Phone Screen,2024-05-03,Rejected,Insufficient experience,2.0,Jasmin Hamilton
552,426,Application,2023-12-20,In Progress,Advancing to next stage,,
553,426,Phone Screen,2023-12-20,Rejected,Did not meet requirements,,
554,427,Application,2023-12-07,In Progress,Advancing to next stage,,
555,427,Phone Screen,2023-12-12,Rejected,Communication issues,3.0,Thomas Romero
556,428,Application,2023-12-13,Rejected,Other,,
557,429,Application,2024-05-05,In Progress,Advancing to next stage,,
558,429,Phone Screen,2024-05-05,Rejected,Did not meet requirements,,
559,430,Application,2024-04-13,Rejected,Other,,
560,431,Application,2023-02-14,In Progress,Advancing to next stage,,
561,431,Phone Screen,2023-02-14,Rejected,Did not meet requirements,,
562,432,Application,2023-11-14,Rejected,Other,,
563,433,Application,2024-04-29,In Progress,Advancing to next stage,,
564,433,Phone Screen,2024-04-29,Rejected,Did not meet requirements,,
565,434,Application,2023-10-20,In Progress,Advancing to next stage,,
566,434,Phone Screen,2023-10-20,Rejected,Did not meet requirements,,
567,435,Application,2023-12-06,Rejected,Other,,
568,436,Application,2024-03-23,In Progress,Advancing to next stage,,
569,436,Phone Screen,2024-03-28,In Progress,Advancing to next stage,4.0,Megan Grant
570,436,Technical Assessment,2024-03-31,Rejected,Below threshold score,,
571,437,Application,2023-12-14,Rejected,Other,,
572,438,Application,2024-01-12,Rejected,Other,,
573,439,Application,2024-03-10,Rejected,Other,,
574,440,Application,2023-07-04,In Progress,Advancing to next stage,,
575,440,Phone Screen,2023-07-04,Rejected,Did not meet requirements,,
576,441,Application,2023-04-16,Rejected,Other,,
577,442,Application,2023-10-30,In Progress,Advancing to next stage,,
578,442,Phone Screen,2023-11-05,In Progress,Advancing to next stage,5.0,Karen Hughes
579,442,Technical Assessment,2023-11-09,In Progress,Advancing to next stage,,
580,442,First Interview,2023-11-13,In Progress,Advancing to next stage,5.0,Bradley Phillips
581,442,Final Interview,2023-11-13,Rejected,Did not meet requirements,,
582,443,Application,2024-03-12,In Progress,Advancing to next stage,,
583,443,Phone Screen,2024-03-12,Rejected,Did not meet requirements,,
584,444,Application,2024-04-02,Rejected,Other,,
585,445,Application,2024-03-21,In Progress,Advancing to next stage,,
586,445,Phone Screen,2024-03-21,Rejected,Did not meet requirements,,
587,446,Application,2024-02-20,Rejected,Other,,
588,447,Application,2023-06-13,In Progress,Advancing to next stage,,
589,447,Phone Screen,2023-06-13,Rejected,Did not meet requirements,,
590,448,Application,2024-03-24,In Progress,Advancing to next stage,,
591,448,Phone Screen,2024-03-24,Rejected,Did not meet requirements,,
592,449,Application,2023-08-30,Rejected,Other,,
593,450,Application,2023-02-03,In Progress,Advancing to next stage,,
594,450,Phone Screen,2023-02-03,Rejected,Did not meet requirements,,
595,451,Application,2024-01-15,Rejected,Other,,
596,452,Application,2023-05-21,Rejected,Other,,
597,453,Application,2023-11-18,Rejected,Other,,
598,454,Application,2023-01-27,Rejected,Other,,
599,455,Application,2024-02-01,In Progress,Advancing to next stage,,
600,455,Phone Screen,2024-02-08,In Progress,Advancing to next stage,5.0,Robert Roberts
601,455,Technical Assessment,2024-02-08,Rejected,Did not meet requirements,,
602,456,Application,2023-09-24,Rejected,Other,,
603,457,Application,2023-10-20,In Progress,Advancing to next stage,,
604,457,Phone Screen,2023-10-20,Rejected,Did not meet requirements,,
605,458,Application,2023-05-19,In Progress,Advancing to next stage,,
606,458,Phone Screen,2023-05-19,Rejected,Did not meet requirements,,
607,459,Application,2024-03-31,Rejected,Other,,
608,460,Application,2023-03-08,In Progress,Advancing to next stage,,
609,460,Phone Screen,2023-03-15,In Progress,Advancing to next stage,5.0,Cynthia Tran
610,460,Technical Assessment,2023-03-18,In Progress,Advancing to next stage,,
611,460,First Interview,2023-03-20,In Progress,Advancing to next stage,4.0,Marie Davidson
612,460,Final Interview,2023-03-29,In Progress,Advancing to next stage,4.0,Jordan Williams
613,460,Reference Check,2023-03-30,In Progress,Advancing to next stage,,
614,460,Offer Extended,2023-04-03,In Progress,Advancing to next stage,,
615,460,Hired,2023-04-13,Completed,Hired,,
616,461,Application,2023-11-04,In Progress,Advancing to next stage,,
617,461,Phone Screen,2023-11-04,Rejected,Did not meet requirements,,
618,462,Application,2024-06-04,Rejected,Other,,
619,463,Application,2023-05-23,In Progress,Advancing to next stage,,
620,463,Phone Screen,2023-05-27,In Progress,Advancing to next stage,3.0,Mr. Paul Chase
621,463,Technical Assessment,2023-05-27,Rejected,Did not meet requirements,,
622,464,Application,2024-01-05,Rejected,Other,,
623,465,Application,2024-04-23,In Progress,Advancing to next stage,,
624,465,Phone Screen,2024-04-23,Rejected,Did not meet requirements,,
625,466,Application,2023-03-30,Rejected,Other,,
626,467,Application,2024-05-05,Rejected,Other,,
627,468,Application,2023-03-17,Rejected,Other,,
628,469,Application,2023-03-17,Rejected,Other,,
629,470,Application,2023-05-12,In Progress,Advancing to next stage,,
630,470,Phone Screen,2023-05-12,Rejected,Did not meet requirements,,
631,471,Application,2023-05-13,Rejected,Other,,
632,472,Application,2023-05-08,Rejected,Other,,
633,473,Application,2023-06-18,In Progress,Advancing to next stage,,
634,473,Phone Screen,2023-06-18,Rejected,Did not meet requirements,,
635,474,Application,2023-12-21,In Progress,Advancing to next stage,,
636,474,Phone Screen,2023-12-27,In Progress,Advancing to next stage,4.0,Chloe Parker
637,474,Technical Assessment,2023-12-29,In Progress,Advancing to next stage,,
638,474,First Interview,2024-01-06,Rejected,Poor communication,2.0,Leah Collier
639,475,Application,2023-09-14,In Progress,Advancing to next stage,,
640,475,Phone Screen,2023-09-14,Rejected,Did not meet requirements,,
641,476,Application,2023-05-09,Rejected,Other,,
642,477,Application,2023-04-06,Rejected,Other,,
643,478,Application,2023-06-07,Rejected,Other,,
644,479,Application,2023-12-12,In Progress,Advancing to next stage,,
645,479,Phone Screen,2023-12-12,Rejected,Did not meet requirements,,
646,480,Application,2023-03-25,Rejected,Other,,
647,481,Application,2023-08-04,Rejected,Other,,
648,482,Application,2024-05-24,In Progress,Advancing to next stage,,
649,482,Phone Screen,2024-05-24,Rejected,Did not meet requirements,,
650,484,Application,2024-04-09,Rejected,Other,,
651,485,Application,2024-03-26,Rejected,Other,,
652,486,Application,2023-07-28,Rejected,Other,,
653,487,Application,2023-11-17,In Progress,Advancing to next stage,,
654,487,Phone Screen,2023-11-17,Rejected,Did not meet requirements,,
655,488,Application,2023-05-14,Rejected,Other,,
656,489,Application,2023-04-19,Rejected,Other,,
657,490,Application,2023-05-06,Rejected,Other,,
658,491,Application,2023-05-25,Rejected,Other,,
659,492,Application,2024-01-29,Rejected,Other,,
660,493,Application,2023-06-13,In Progress,Advancing to next stage,,
661,493,Phone Screen,2023-06-20,In Progress,Advancing to next stage,5.0,Amanda Gonzalez
662,493,Technical Assessment,2023-06-24,In Progress,Advancing to next stage,,
663,493,First Interview,2023-06-27,In Progress,Advancing to next stage,5.0,Alice Conley
664,493,Final Interview,2023-07-05,In Progress,Advancing to next stage,5.0,Clarence Wood
665,493,Reference Check,2023-07-08,In Progress,Advancing to next stage,,
666,493,Offer Extended,2023-07-10,Rejected,Start date conflict,,
667,494,Application,2023-07-14,In Progress,Advancing to next stage,,
668,494,Phone Screen,2023-07-14,Rejected,Did not meet requirements,,
669,495,Application,2024-05-25,Rejected,Other,,
670,496,Application,2023-04-03,Rejected,Other,,
671,497,Application,2023-09-04,Rejected,Other,,
672,498,Application,2023-02-19,Rejected,Other,,
673,499,Application,2024-04-26,Rejected,Other,,
674,500,Application,2023-04-21,Rejected,Other,,
675,501,Application,2024-01-10,Rejected,Other,,
676,502,Application,2024-02-15,In Progress,Advancing to next stage,,
677,502,Phone Screen,2024-02-15,Rejected,Did not meet requirements,,
678,503,Application,2023-07-19,In Progress,Advancing to next stage,,
679,503,Phone Screen,2023-07-28,In Progress,Advancing to next stage,4.0,Terri Cisneros
680,503,Technical Assessment,2023-07-28,Rejected,Did not meet requirements,,
681,504,Application,2023-03-17,In Progress,Advancing to next stage,,
682,504,Phone Screen,2023-03-17,Rejected,Did not meet requirements,,
683,505,Application,2023-10-14,In Progress,Advancing to next stage,,
684,505,Phone Screen,2023-10-14,Rejected,Did not meet requirements,,
685,507,Application,2023-12-14,In Progress,Advancing to next stage,,
686,507,Phone Screen,2023-12-14,Rejected,Did not meet requirements,,
687,508,Application,2023-07-23,Rejected,Other,,
688,509,Application,2024-05-27,Rejected,Other,,
689,510,Application,2023-05-21,Rejected,Other,,
690,511,Application,2023-06-02,Rejected,Other,,
691,512,Application,2023-12-02,Rejected,Other,,
692,513,Application,2024-02-07,In Progress,Advancing to next stage,,
693,513,Phone Screen,2024-02-07,Rejected,Did not meet requirements,,
694,516,Application,2023-12-06,In Progress,Advancing to next stage,,
695,516,Phone Screen,2023-12-13,Rejected,Not a culture fit,3.0,Jessica Jones
696,518,Application,2023-09-29,Rejected,Other,,
697,519,Application,2023-02-22,Rejected,Other,,
698,520,Application,2024-06-20,Rejected,Other,,
699,521,Application,2023-09-06,Rejected,Other,,
700,522,Application,2023-04-23,In Progress,Advancing to next stage,,
701,522,Phone Screen,2023-04-30,Rejected,Not a culture fit,2.0,Michael Graham
702,523,Application,2023-11-18,Rejected,Other,,
703,524,Application,2023-07-28,In Progress,Advancing to next stage,,
704,524,Phone Screen,2023-07-28,Rejected,Did not meet requirements,,
705,525,Application,2024-04-27,In Progress,Advancing to next stage,,
706,525,Phone Screen,2024-04-27,Rejected,Did not meet requirements,,
707,526,Application,2023-08-01,Rejected,Other,,
708,527,Application,2024-05-04,In Progress,Advancing to next stage,,
709,527,Phone Screen,2024-05-04,Rejected,Did not meet requirements,,
710,528,Application,2023-06-27,Rejected,Other,,
711,529,Application,2023-12-29,Rejected,Other,,
